,f,p,t
15526,T0101111300.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0101111300.V51.jpeg,10
15527,T0084380409.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0084380409.V51.jpeg,10
15528,T0100241703.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0100241703.V51.jpeg,10
15529,T0084706207.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0084706207.V51.jpeg,10
15530,T0082073406.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0082073406.V51.jpeg,10
15531,T0131591306.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0131591306.V51.jpeg,10
15532,T0130217111.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0130217111.V51.jpeg,10
15533,T0081121800.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0081121800.V51.jpeg,10
15534,T0149907008.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0149907008.V51.jpeg,10
15535,T0116272904.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0116272904.V51.jpeg,10
15536,T0111428108.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0111428108.V51.jpeg,10
15537,T0081687600.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0081687600.V51.jpeg,10
15538,T0132389200.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0132389200.V51.jpeg,10
15539,100060400.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/100060400.V51.jpeg,10
15540,T0138724104.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0138724104.V51.jpeg,10
15541,T0098284000.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0098284000.V51.jpeg,10
15542,T0126175606.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0126175606.V51.jpeg,10
15543,T0125672705.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0125672705.V51.jpeg,10
15544,T0096247902.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0096247902.V51.jpeg,10
15545,73578505.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/73578505.V51.jpeg,10
15546,TOO94088502.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/TOO94088502.V51.jpeg,10
15547,T0121904202.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0121904202.V51.jpeg,10
15548,T0078315400.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0078315400.V51.jpeg,10
15549,156858800.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/156858800.V51.jpeg,10
15550,T0130894100.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0130894100.V51.jpeg,10
15551,T0136105012.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0136105012.V51.jpeg,10
15552,T0084067704.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0084067704.V51.jpeg,10
15553,145144900.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/145144900.V51.jpeg,10
15554,154100600.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/154100600.V51.jpeg,10
15555,0125618404.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/0125618404.V51.jpeg,10
15556,147625000.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/147625000.V51.jpeg,10
15557,T0080235606.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0080235606.V51.jpeg,10
15558,T0067493700.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0067493700.V51.jpeg,10
15559,T0096245204.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0096245204.V51.jpeg,10
15560,T0144247900.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0144247900.V51.jpeg,10
15561,T0094946007.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0094946007.V51.jpeg,10
15562,T0076174405.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0076174405.V51.jpeg,10
15563,T0075307609.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0075307609.V51.jpeg,10
15564,T0114668700.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0114668700.V51.jpeg,10
15565,T0132139800.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0132139800.V51.jpeg,10
15566,T0109439710.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0109439710.V51.jpeg,10
15567,0110775507.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/0110775507.V51.jpeg,10
15568,T0141380400.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0141380400.V51.jpeg,10
15569,T0121207604.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0121207604.V51.jpeg,10
15570,T0094569400.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0094569400.V51.jpeg,10
15571,T0143817209.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0143817209.V51.jpeg,10
15572,T0082073414.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0082073414.V51.jpeg,10
15573,NANDA1200.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/NANDA1200.V51.jpeg,10
15574,TOO80566809.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/TOO80566809.V51.jpeg,10
15575,T0079399904.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0079399904.V51.jpeg,10
15576,152580100.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/152580100.V51.jpeg,10
15577,T0081533103.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0081533103.V51.jpeg,10
15578,T0110878503.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0110878503.V51.jpeg,10
15579,75811100.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/75811100.V51.jpeg,10
15580,T00152521500.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T00152521500.V51.jpeg,10
15581,T0079174307.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0079174307.V51.jpeg,10
15582,T0089271200.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0089271200.V51.jpeg,10
15583,T0137369408.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0137369408.V51.jpeg,10
15584,T0086361006.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0086361006.V51.jpeg,10
15585,T0131774214.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0131774214.V51.jpeg,10
15586,T0114244307.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0114244307.V51.jpeg,10
15587,T0122173108.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0122173108.V51.jpeg,10
15588,T0122299401.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0122299401.V51.jpeg,10
15589,T0097853600.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0097853600.V51.jpeg,10
15590,T0074822200.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0074822200.V51.jpeg,10
15591,TOO94136303.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/TOO94136303.V51.jpeg,10
15592,T0055316306.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0055316306.V51.jpeg,10
15593,131503200.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/131503200.V51.jpeg,10
15594,118552500.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/118552500.V51.jpeg,10
15595,T0807186200.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0807186200.V51.jpeg,10
15596,T0081748006.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0081748006.V51.jpeg,10
15597,T0118605106.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0118605106.V51.jpeg,10
15598,T0127401504.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0127401504.V51.jpeg,10
15599,T0120210600.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0120210600.V51.jpeg,10
15600,T0085437010.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0085437010.V51.jpeg,10
15601,T0090360507.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0090360507.V51.jpeg,10
15602,T0128974507.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0128974507.V51.jpeg,10
15603,T0110767201.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0110767201.V51.jpeg,10
15604,T0143876500.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0143876500.V51.jpeg,10
15605,T0122083200.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0122083200.V51.jpeg,10
15606,T0126343500.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0126343500.V51.jpeg,10
15607,TO114399305.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/TO114399305.V51.jpeg,10
15608,T00144455002.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T00144455002.V51.jpeg,10
15609,T0124986800.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0124986800.V51.jpeg,10
15610,T0076182408.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0076182408.V51.jpeg,10
15611,TO152222500.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/TO152222500.V51.jpeg,10
15612,T0126570000.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0126570000.V51.jpeg,10
15613,TOO81004801.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/TOO81004801.V51.jpeg,10
15614,T0121946706.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0121946706.V51.jpeg,10
15615,T0081145000.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0081145000.V51.jpeg,10
15616,T0101547804.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0101547804.V51.jpeg,10
15617,86520408.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/86520408.V51.jpeg,10
15618,T0109927209.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0109927209.V51.jpeg,10
15619,T0097692103.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0097692103.V51.jpeg,10
15620,T0116904111.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0116904111.V51.jpeg,10
15621,T0131163600.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0131163600.V51.jpeg,10
15622,T0063733203.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0063733203.V51.jpeg,10
15623,T0143610900.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0143610900.V51.jpeg,10
15624,T0138456806.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0138456806.V51.jpeg,10
15625,T0074034100.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0074034100.V51.jpeg,10
15626,T0134341111.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0134341111.V51.jpeg,10
15627,12150408.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/12150408.V51.jpeg,10
15628,T0110925100.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0110925100.V51.jpeg,10
15629,T0114187200.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0114187200.V51.jpeg,10
15630,T0113069600.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0113069600.V51.jpeg,10
15631,143277900.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/143277900.V51.jpeg,10
15632,T0136810400.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0136810400.V51.jpeg,10
15633,T0080063510.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0080063510.V51.jpeg,10
15634,T0130664808.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0130664808.V51.jpeg,10
15635,T0142780203.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0142780203.V51.jpeg,10
15636,T0132771705.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0132771705.V51.jpeg,10
15637,176215500.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/176215500.V51.jpeg,10
15638,T0130867300.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0130867300.V51.jpeg,10
15639,0073382303.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/0073382303.V51.jpeg,10
15640,T0084760102.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0084760102.V51.jpeg,10
15641,T0051126305.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0051126305.V51.jpeg,10
15642,T0033164600.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0033164600.V51.jpeg,10
15643,T0125165406.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0125165406.V51.jpeg,10
15644,T00139061400.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T00139061400.V51.jpeg,10
15645,TOO120346803.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/TOO120346803.V51.jpeg,10
15646,117161300.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/117161300.V51.jpeg,10
15647,157780600.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/157780600.V51.jpeg,10
15648,T0076598006.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0076598006.V51.jpeg,10
15649,TOO121909800.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/TOO121909800.V51.jpeg,10
15650,T0126882518.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0126882518.V51.jpeg,10
15651,0118866500.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/0118866500.V51.jpeg,10
15652,T0152334400.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0152334400.V51.jpeg,10
15653,T0082414205.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0082414205.V51.jpeg,10
15654,T0134676411.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0134676411.V51.jpeg,10
15655,T0104617300.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0104617300.V51.jpeg,10
15656,T0118224707.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0118224707.V51.jpeg,10
15657,87318308.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/87318308.V51.jpeg,10
15658,157495601.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/157495601.V51.jpeg,10
15659,T0140576704.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0140576704.V51.jpeg,10
15660,160990500.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/160990500.V51.jpeg,10
15661,00105079604.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/00105079604.V51.jpeg,10
15662,92325600.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/92325600.V51.jpeg,10
15663,T0117662611.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0117662611.V51.jpeg,10
15664,0117805108.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/0117805108.V51.jpeg,10
15665,T0128762900.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0128762900.V51.jpeg,10
15666,T0112402602.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0112402602.V51.jpeg,10
15667,T0105456500.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0105456500.V51.jpeg,10
15668,T0136809300.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0136809300.V51.jpeg,10
15669,T0096697210.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0096697210.V51.jpeg,10
15670,T0113006705.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0113006705.V51.jpeg,10
15671,T0125243503.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0125243503.V51.jpeg,10
15672,T0133550900.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0133550900.V51.jpeg,10
15673,TO64336407.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/TO64336407.V51.jpeg,10
15674,T067242511.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T067242511.V51.jpeg,10
15675,T0122458700.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0122458700.V51.jpeg,10
15676,T0064308608.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0064308608.V51.jpeg,10
15677,T0045956309.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0045956309.V51.jpeg,10
15678,T0067958700.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0067958700.V51.jpeg,10
15679,T0101641400.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0101641400.V51.jpeg,10
15680,T0122165407.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0122165407.V51.jpeg,10
15681,T0074634800.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0074634800.V51.jpeg,10
15682,T0145312600.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0145312600.V51.jpeg,10
15683,T0043994004.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0043994004.V51.jpeg,10
15684,T0075591600.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0075591600.V51.jpeg,10
15685,90664900.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/90664900.V51.jpeg,10
15686,T0057367214.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0057367214.V51.jpeg,10
15687,T0092398700.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0092398700.V51.jpeg,10
15688,155822900.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/155822900.V51.jpeg,10
15689,145112900.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/145112900.V51.jpeg,10
15690,135626500.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/135626500.V51.jpeg,10
15691,T0127919400.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0127919400.V51.jpeg,10
15692,093963305.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/093963305.V51.jpeg,10
15693,0109843405.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/0109843405.V51.jpeg,10
15694,T0147846800.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0147846800.V51.jpeg,10
15695,T0135580410.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0135580410.V51.jpeg,10
15696,T0149939000.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0149939000.V51.jpeg,10
15697,1234567800.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/1234567800.V51.jpeg,10
15698,T0115914800.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0115914800.V51.jpeg,10
15699,154349700.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/154349700.V51.jpeg,10
15700,TOO2780800.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/TOO2780800.V51.jpeg,10
15701,148277000.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/148277000.V51.jpeg,10
15702,T0115329300.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0115329300.V51.jpeg,10
15703,T0121687805.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0121687805.V51.jpeg,10
15704,T0136882100.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0136882100.V51.jpeg,10
15705,95594611.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/95594611.V51.jpeg,10
15706,T0115529805.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0115529805.V51.jpeg,10
15707,T0103350903.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/T0103350903.V51.jpeg,10
15708,0108767804.V51.jpeg,/Users/jcnelson/Documents/JNDocs/Code/ortho-auto-image/image-type-classifier/data/10/0108767804.V51.jpeg,10
